ride_id,booking_id,booking_date,booking_time,booking_status,customer_id,vehicle_id,pickup_location_id,drop_location_id,avg_vtat,avg_ctat,cancelled_ride_by_customer,customer_reason_id,cancelled_ride_by_driver,driver_reason_id,incomplete_ride,incomplete_reason_id,booking_value,ride_distance,driver_rating,customer_rating,payment_method
172,CNR3191144,2024-02-22,22:48:26,Cancelled by Driver,CID5636263,V02,L011,L020,11.10,null,0,null,1,R06,0,null,null,null,null,null,null
173,CNR4720063,2024-12-04,14:09:18,Completed,CID1461597,V05,L102,L160,7.40,39.00,0,null,0,null,0,null,117.00,15.63,4.60,4.50,UPI
174,CNR6216825,2024-11-10,09:58:14,Cancelled by Driver,CID3685295,V05,L174,L019,9.40,null,0,null,1,R07,0,null,null,null,null,null,null
175,CNR5314934,2024-12-12,12:01:07,Completed,CID1026547,V05,L163,L008,9.30,28.50,0,null,0,null,0,null,51.00,29.80,4.60,3.90,UPI
176,CNR5517193,2024-03-02,22:28:52,Completed,CID9143442,V07,L090,L154,6.00,26.60,0,null,0,null,0,null,81.00,5.59,4.90,4.20,Cash
177,CNR8412946,2024-07-12,16:39:57,Cancelled by Driver,CID7723858,V04,L104,L052,8.20,null,0,null,1,R09,0,null,null,null,null,null,null
178,CNR1867567,2024-12-17,19:11:24,Incomplete,CID6010303,V06,L129,L038,7.20,18.40,0,null,0,null,1,R10,635.00,6.57,null,null,UPI
179,CNR3455701,2024-08-29,21:01:54,Completed,CID9643714,V02,L102,L163,13.50,41.80,0,null,0,null,0,null,51.00,4.44,4.40,4.70,Uber Wallet
180,CNR5149854,2024-03-25,18:40:11,Completed,CID9975388,V05,L003,L056,4.90,33.00,0,null,0,null,0,null,469.00,26.93,4.30,4.90,UPI
181,CNR6027511,2024-06-30,21:34:48,Completed,CID6080643,V02,L167,L042,9.90,22.00,0,null,0,null,0,null,320.00,28.78,4.20,4.50,UPI
182,CNR4569804,2024-07-18,02:41:57,Completed,CID8474448,V04,L130,L058,13.30,24.60,0,null,0,null,0,null,726.00,12.98,4.20,4.30,Debit Card
183,CNR7585582,2024-03-14,23:23:23,Incomplete,CID1607386,V01,L038,L111,2.00,10.30,0,null,0,null,1,R10,68.00,19.06,null,null,Cash
184,CNR5534901,2024-09-26,12:23:13,Incomplete,CID9231793,V03,L003,L079,4.40,15.70,0,null,0,null,1,R12,136.00,14.00,null,null,Debit Card
185,CNR5784218,2024-09-15,20:23:02,Completed,CID1814194,V05,L104,L108,8.80,16.80,0,null,0,null,0,null,455.00,43.06,3.80,4.30,UPI
186,CNR6349771,2024-05-12,10:16:09,Completed,CID5577961,V01,L084,L152,2.60,22.20,0,null,0,null,0,null,995.00,38.96,4.70,4.90,Debit Card
187,CNR3708287,2024-11-16,19:05:30,Completed,CID2958217,V07,L012,L095,2.70,25.80,0,null,0,null,0,null,1179.00,18.87,4.90,4.60,Uber Wallet
188,CNR8365625,2024-07-19,16:57:27,Completed,CID4463605,V02,L087,L089,11.00,33.10,0,null,0,null,0,null,525.00,47.88,4.20,4.60,Uber Wallet
189,CNR7435840,2024-12-02,20:04:25,Cancelled by Driver,CID9084957,V01,L104,L127,11.30,null,0,null,1,R08,0,null,null,null,null,null,null
190,CNR8577529,2024-08-08,14:29:16,Cancelled by Driver,CID8121948,V01,L128,L015,6.90,null,0,null,1,R07,0,null,null,null,null,null,null
191,CNR6158921,2024-09-15,22:06:40,Completed,CID4203688,V05,L134,L079,5.10,27.90,0,null,0,null,0,null,300.00,5.70,4.20,4.60,UPI
192,CNR7484371,2024-05-30,18:57:34,Completed,CID7265108,V05,L089,L145,11.10,18.40,0,null,0,null,0,null,202.00,4.62,3.20,4.10,UPI
193,CNR9301716,2024-12-05,07:56:34,Completed,CID4647277,V06,L042,L044,6.30,34.10,0,null,0,null,0,null,475.00,42.26,4.30,4.20,Cash
194,CNR6511558,2024-07-16,19:23:06,Completed,CID5808222,V05,L146,L141,6.10,17.00,0,null,0,null,0,null,833.00,19.49,4.00,3.40,Debit Card
195,CNR1801249,2024-06-14,16:59:15,Cancelled by Driver,CID2012161,V05,L147,L076,3.90,null,0,null,1,R06,0,null,null,null,null,null,null
196,CNR5712520,2024-01-06,20:53:36,Completed,CID8152575,V04,L117,L149,7.30,33.10,0,null,0,null,0,null,158.00,40.36,3.70,4.90,UPI
197,CNR1038498,2024-02-28,03:21:43,Completed,CID6242930,V02,L045,L117,10.00,36.90,0,null,0,null,0,null,155.00,42.59,4.70,3.20,Cash
198,CNR2395349,2024-04-26,18:49:22,Cancelled by Driver,CID3389825,V01,L171,L127,9.30,null,0,null,1,R07,0,null,null,null,null,null,null
199,CNR4896767,2024-03-31,08:32:26,Completed,CID6418422,V01,L029,L101,10.50,33.90,0,null,0,null,0,null,107.00,21.68,4.30,4.90,UPI
200,CNR5047025,2024-04-04,16:33:57,Completed,CID6365387,V04,L001,L139,6.80,22.40,0,null,0,null,0,null,151.00,29.90,4.60,4.60,UPI
201,CNR7514462,2024-05-07,21:10:50,Completed,CID5973257,V04,L040,L019,10.70,30.40,0,null,0,null,0,null,187.00,42.27,4.30,4.80,Cash
202,CNR5269641,2024-06-15,19:12:37,Completed,CID8225890,V04,L057,L018,12.30,34.60,0,null,0,null,0,null,1543.00,49.71,4.40,5.00,Cash
203,CNR9927786,2024-06-14,20:58:12,Completed,CID8378909,V03,L128,L048,3.80,20.20,0,null,0,null,0,null,432.00,32.56,4.20,5.00,UPI
204,CNR9619867,2024-03-04,21:24:16,Cancelled by Customer,CID9032039,V05,L027,L100,10.20,null,1,R04,0,null,0,null,null,null,null,null,null
205,CNR7250271,2024-01-23,10:28:09,Incomplete,CID9448818,V05,L167,L006,4.40,23.60,0,null,0,null,1,R12,195.00,14.49,null,null,Uber Wallet
206,CNR5629774,2024-10-28,15:46:27,Completed,CID8747096,V04,L037,L166,3.20,30.80,0,null,0,null,0,null,54.00,31.49,4.60,4.90,Cash
207,CNR4578797,2024-02-06,10:17:43,Completed,CID1104786,V01,L103,L089,13.40,20.00,0,null,0,null,0,null,939.00,21.28,3.80,5.00,UPI
208,CNR5277125,2024-12-04,07:48:07,Completed,CID7166980,V01,L097,L045,9.80,43.40,0,null,0,null,0,null,829.00,34.14,4.60,4.20,UPI
209,CNR2343017,2024-12-22,17:53:25,Completed,CID9190683,V01,L118,L049,8.70,27.20,0,null,0,null,0,null,314.00,20.66,4.60,4.30,UPI
210,CNR4356773,2024-08-24,21:09:54,Completed,CID9031824,V05,L014,L163,11.70,30.50,0,null,0,null,0,null,1249.00,24.60,4.10,3.70,Cash
211,CNR1050716,2024-09-18,08:48:36,Completed,CID3789359,V01,L047,L156,4.50,27.40,0,null,0,null,0,null,437.00,27.94,3.90,4.60,UPI
212,CNR7850961,2024-10-22,08:41:41,Completed,CID5103518,V04,L035,L099,9.60,28.10,0,null,0,null,0,null,83.00,44.57,4.60,4.50,UPI
213,CNR1254363,2024-06-16,06:53:10,Completed,CID9092173,V01,L042,L130,14.20,15.70,0,null,0,null,0,null,1444.00,15.43,4.20,3.10,Cash
214,CNR6569789,2024-12-22,09:03:55,Cancelled by Driver,CID3372949,V04,L121,L095,6.50,null,0,null,1,R06,0,null,null,null,null,null,null
215,CNR2742692,2024-09-07,04:07:03,Completed,CID6825812,V02,L049,L040,5.80,31.40,0,null,0,null,0,null,1368.00,42.88,4.30,3.80,Cash
216,CNR7165550,2024-07-05,06:41:29,No Driver Found,CID7694379,V02,L128,L039,null,null,0,null,0,null,0,null,null,null,null,null,null
217,CNR9101826,2024-05-03,21:53:28,Completed,CID1875498,V01,L161,L103,7.10,18.00,0,null,0,null,0,null,418.00,23.31,4.20,4.60,UPI
218,CNR7054338,2024-04-10,19:13:34,Completed,CID5302286,V06,L144,L056,11.00,40.00,0,null,0,null,0,null,363.00,31.36,4.20,4.30,UPI
219,CNR5871454,2024-02-06,09:18:36,Completed,CID8316899,V04,L002,L024,12.80,15.30,0,null,0,null,0,null,279.00,16.68,4.10,4.90,Cash
220,CNR4399523,2024-04-22,17:13:32,Completed,CID2089022,V04,L052,L002,5.10,39.90,0,null,0,null,0,null,332.00,49.06,4.40,4.60,Cash
221,CNR9707820,2024-09-25,18:58:35,Completed,CID2183387,V01,L030,L047,4.70,37.90,0,null,0,null,0,null,448.00,28.34,4.30,4.90,UPI
222,CNR2693001,2024-07-08,18:18:13,Cancelled by Customer,CID1889689,V02,L139,L123,11.20,null,1,R05,0,null,0,null,null,null,null,null,null
223,CNR3363167,2024-06-04,15:49:09,Completed,CID8741995,V05,L014,L004,12.90,29.70,0,null,0,null,0,null,64.00,38.65,3.50,5.00,UPI
224,CNR9573367,2024-12-10,14:20:31,Completed,CID7080252,V05,L091,L137,4.20,18.90,0,null,0,null,0,null,682.00,3.05,4.70,4.30,UPI
225,CNR4563554,2024-07-27,10:59:44,No Driver Found,CID3656786,V04,L023,L102,null,null,0,null,0,null,0,null,null,null,null,null,null
226,CNR3121090,2024-07-13,02:49:21,Completed,CID1670641,V04,L091,L061,5.20,37.80,0,null,0,null,0,null,488.00,41.81,4.20,4.10,UPI
227,CNR2969701,2024-06-14,11:41:45,Cancelled by Customer,CID1401223,V01,L030,L024,16.90,null,1,R02,0,null,0,null,null,null,null,null,null
228,CNR3590282,2024-10-16,21:30:28,Completed,CID7281467,V05,L017,L037,3.90,40.60,0,null,0,null,0,null,953.00,31.28,4.90,4.70,Cash
229,CNR5792733,2024-05-05,19:10:02,Completed,CID2894784,V05,L070,L013,9.90,15.60,0,null,0,null,0,null,965.00,34.50,4.10,4.20,UPI
230,CNR7417036,2024-02-18,16:24:39,Completed,CID8283589,V05,L080,L044,10.00,40.60,0,null,0,null,0,null,405.00,13.10,3.60,4.60,Credit Card
231,CNR7957879,2024-08-14,14:34:57,No Driver Found,CID3277993,V01,L147,L153,null,null,0,null,0,null,0,null,null,null,null,null,null
232,CNR3649243,2024-03-07,10:59:58,Cancelled by Driver,CID2049171,V04,L095,L170,10.20,null,0,null,1,R08,0,null,null,null,null,null,null
233,CNR8918353,2024-08-29,17:11:13,Completed,CID4955715,V05,L167,L072,5.00,23.70,0,null,0,null,0,null,423.00,9.93,4.40,4.90,UPI
234,CNR1343265,2024-06-28,23:11:32,Cancelled by Customer,CID2749175,V05,L136,L119,11.90,null,1,R03,0,null,0,null,null,null,null,null,null
235,CNR1390232,2024-12-24,10:03:37,No Driver Found,CID6307524,V01,L045,L068,null,null,0,null,0,null,0,null,null,null,null,null,null
236,CNR3047231,2024-05-25,08:42:50,Completed,CID5464558,V01,L003,L016,11.10,31.90,0,null,0,null,0,null,264.00,31.93,3.70,4.20,UPI
237,CNR5380412,2024-02-01,09:13:13,Completed,CID8125937,V04,L152,L050,11.20,31.30,0,null,0,null,0,null,249.00,34.73,4.20,4.90,UPI
238,CNR4886117,2024-03-10,21:06:20,Completed,CID2026490,V01,L068,L030,13.50,32.90,0,null,0,null,0,null,628.00,31.51,4.90,4.90,Cash
239,CNR1155206,2024-03-03,13:48:25,Incomplete,CID3865002,V07,L058,L087,4.10,19.70,0,null,0,null,1,R11,110.00,14.46,null,null,UPI
240,CNR7623737,2024-10-26,13:44:51,Cancelled by Driver,CID6954811,V03,L048,L125,9.30,null,0,null,1,R06,0,null,null,null,null,null,null
241,CNR5468556,2024-07-11,20:20:54,Completed,CID4533250,V02,L165,L101,7.70,15.90,0,null,0,null,0,null,190.00,10.27,4.70,4.80,UPI
242,CNR8037805,2024-04-04,08:50:10,Completed,CID2099192,V06,L131,L114,5.20,23.10,0,null,0,null,0,null,264.00,46.07,4.30,3.10,Uber Wallet
243,CNR5137585,2024-09-06,16:16:28,Cancelled by Customer,CID3906781,V05,L014,L169,7.60,null,1,R01,0,null,0,null,null,null,null,null,null
244,CNR5622847,2024-12-20,10:45:14,Completed,CID7679264,V02,L119,L107,10.00,37.30,0,null,0,null,0,null,147.00,45.51,4.30,4.50,UPI
245,CNR4461457,2024-07-04,11:00:26,No Driver Found,CID8192836,V04,L111,L083,null,null,0,null,0,null,0,null,null,null,null,null,null
246,CNR3788830,2024-09-25,15:55:15,Completed,CID1892630,V01,L172,L078,4.40,28.10,0,null,0,null,0,null,953.00,34.90,4.40,4.80,UPI
247,CNR8254837,2024-10-17,17:46:59,Completed,CID5350125,V04,L002,L009,14.90,20.90,0,null,0,null,0,null,654.00,30.87,4.30,4.90,Cash
248,CNR5483670,2024-06-01,08:04:36,Completed,CID3570152,V05,L118,L145,8.40,19.70,0,null,0,null,0,null,427.00,37.07,4.10,4.90,Cash
249,CNR7372127,2024-12-25,05:04:40,Cancelled by Driver,CID2108992,V04,L165,L027,11.80,null,0,null,1,R08,0,null,null,null,null,null,null
250,CNR5166870,2024-07-04,08:02:57,Completed,CID9712348,V01,L079,L094,5.80,25.50,0,null,0,null,0,null,610.00,35.38,4.40,4.30,Uber Wallet
251,CNR1915557,2024-04-23,11:09:18,Completed,CID8572565,V02,L125,L130,7.10,42.50,0,null,0,null,0,null,648.00,19.61,4.20,5.00,UPI
252,CNR3460247,2024-02-11,18:46:31,Completed,CID7449191,V02,L128,L044,8.80,40.40,0,null,0,null,0,null,792.00,23.82,3.20,4.30,Cash
253,CNR8192412,2024-04-28,14:03:27,Completed,CID3617414,V04,L079,L164,13.60,29.80,0,null,0,null,0,null,676.00,39.98,3.60,4.70,UPI
254,CNR7439127,2024-03-22,21:49:01,Completed,CID2424398,V02,L130,L099,5.10,22.40,0,null,0,null,0,null,389.00,27.16,3.60,3.90,Uber Wallet
255,CNR3712135,2024-04-28,07:28:54,Completed,CID7174383,V06,L069,L090,11.40,42.60,0,null,0,null,0,null,74.00,48.45,4.10,3.90,Uber Wallet
256,CNR1675599,2024-05-01,09:30:03,Cancelled by Driver,CID9232923,V01,L143,L115,8.20,null,0,null,1,R08,0,null,null,null,null,null,null
257,CNR1935772,2024-01-12,18:48:40,Cancelled by Driver,CID2909332,V05,L022,L067,10.80,null,0,null,1,R09,0,null,null,null,null,null,null
258,CNR4730676,2024-05-07,20:05:26,Completed,CID5429248,V01,L112,L090,9.40,41.60,0,null,0,null,0,null,465.00,25.05,4.40,4.90,Credit Card
259,CNR6139544,2024-08-27,09:40:17,Completed,CID9812979,V01,L080,L108,5.30,43.60,0,null,0,null,0,null,932.00,40.21,4.10,4.10,UPI
260,CNR3805926,2024-04-03,19:47:28,Completed,CID1837528,V06,L064,L111,10.80,33.70,0,null,0,null,0,null,191.00,44.48,3.80,4.90,Cash
261,CNR5129655,2024-04-21,12:27:17,Completed,CID6449078,V02,L061,L150,5.20,34.90,0,null,0,null,0,null,770.00,6.82,4.30,4.80,UPI
262,CNR8725828,2024-09-15,19:41:11,Completed,CID5970413,V04,L063,L055,14.30,23.40,0,null,0,null,0,null,514.00,16.21,4.30,3.80,UPI
263,CNR6557966,2024-05-14,14:17:08,Cancelled by Driver,CID9646686,V04,L068,L137,11.70,null,0,null,1,R07,0,null,null,null,null,null,null
264,CNR5403690,2024-09-18,18:07:44,Completed,CID2856626,V05,L021,L093,11.70,17.30,0,null,0,null,0,null,349.00,12.90,4.20,5.00,UPI
265,CNR4969264,2024-07-27,21:55:25,Cancelled by Driver,CID8159457,V04,L103,L060,10.10,null,0,null,1,R06,0,null,null,null,null,null,null
266,CNR6028710,2024-10-07,16:22:15,Completed,CID1715075,V03,L067,L040,9.20,41.20,0,null,0,null,0,null,267.00,12.22,4.30,4.10,Cash
267,CNR2650074,2024-06-27,17:13:13,Completed,CID5603156,V04,L144,L038,4.40,37.00,0,null,0,null,0,null,325.00,3.95,3.80,4.80,UPI
268,CNR7381283,2024-03-16,19:36:59,Completed,CID8868738,V05,L086,L125,4.30,15.60,0,null,0,null,0,null,156.00,42.87,3.90,4.20,Cash
269,CNR2531495,2024-06-16,21:03:43,Completed,CID7656183,V02,L087,L056,5.20,27.30,0,null,0,null,0,null,689.00,39.84,4.30,4.90,UPI
270,CNR1939605,2024-04-13,11:19:15,Completed,CID1229469,V01,L102,L127,13.60,40.40,0,null,0,null,0,null,491.00,4.19,3.80,3.90,Credit Card
271,CNR5149041,2024-08-09,03:34:51,Completed,CID6951861,V05,L112,L162,10.10,32.50,0,null,0,null,0,null,304.00,6.18,4.20,4.30,Credit Card
272,CNR7041241,2024-11-28,20:44:46,Cancelled by Driver,CID1368334,V04,L049,L138,12.00,null,0,null,1,R07,0,null,null,null,null,null,null
273,CNR8035160,2024-08-30,19:00:23,Cancelled by Customer,CID5283020,V01,L028,L168,12.60,null,1,R03,0,null,0,null,null,null,null,null,null
274,CNR1918341,2024-07-11,20:29:02,Completed,CID7417050,V01,L124,L120,14.80,44.40,0,null,0,null,0,null,697.00,4.56,4.50,4.60,UPI
275,CNR9600846,2024-07-25,19:28:35,Completed,CID8949589,V01,L165,L067,3.80,20.10,0,null,0,null,0,null,679.00,47.56,4.20,4.90,UPI
276,CNR2775291,2024-08-17,18:35:05,Incomplete,CID9116623,V06,L065,L062,2.90,18.00,0,null,0,null,1,R11,713.00,14.65,null,null,Cash
277,CNR4263854,2024-02-18,18:57:12,Cancelled by Driver,CID3967495,V05,L164,L172,8.60,null,0,null,1,R06,0,null,null,null,null,null,null
278,CNR4635401,2024-06-16,10:12:54,Completed,CID3741723,V04,L005,L048,10.00,18.50,0,null,0,null,0,null,683.00,32.15,4.60,4.00,UPI
279,CNR2135475,2024-07-08,21:04:51,Completed,CID8123696,V05,L171,L116,7.80,36.40,0,null,0,null,0,null,91.00,23.50,4.00,4.30,UPI
280,CNR2438435,2024-02-26,14:46:21,Incomplete,CID7928240,V03,L022,L153,3.10,12.40,0,null,0,null,1,R11,396.00,16.61,null,null,UPI
281,CNR2068345,2024-02-28,16:43:09,Completed,CID1975343,V05,L041,L072,8.50,35.70,0,null,0,null,0,null,769.00,18.14,4.40,4.10,Cash
282,CNR6107939,2024-12-27,01:14:14,Completed,CID3244272,V02,L175,L033,2.30,16.40,0,null,0,null,0,null,323.00,31.10,3.60,4.60,Uber Wallet
283,CNR6577172,2024-12-06,16:09:31,Incomplete,CID5963264,V06,L126,L096,3.60,27.70,0,null,0,null,1,R11,627.00,3.74,null,null,Uber Wallet
284,CNR1957129,2024-05-13,18:47:50,Completed,CID5761924,V01,L110,L115,12.90,26.00,0,null,0,null,0,null,134.00,13.99,4.80,4.10,Cash
285,CNR1531092,2024-05-09,17:14:18,Completed,CID7911273,V04,L073,L147,12.10,33.60,0,null,0,null,0,null,940.00,5.04,4.60,4.60,Credit Card
286,CNR6891932,2024-11-19,21:04:42,No Driver Found,CID1466189,V03,L148,L165,null,null,0,null,0,null,0,null,null,null,null,null,null
287,CNR2192659,2024-04-04,14:02:47,Completed,CID5227340,V01,L005,L026,9.60,26.20,0,null,0,null,0,null,266.00,36.18,4.10,4.20,Uber Wallet
288,CNR6262174,2024-11-19,20:15:39,Completed,CID4943288,V01,L096,L075,8.10,26.40,0,null,0,null,0,null,484.00,13.21,4.50,4.30,Uber Wallet
289,CNR7791863,2024-06-04,20:15:11,Completed,CID1873624,V05,L062,L113,5.60,19.20,0,null,0,null,0,null,250.00,6.06,4.30,4.70,Cash
290,CNR8243301,2024-08-13,13:22:10,Cancelled by Driver,CID7666967,V01,L055,L027,9.30,null,0,null,1,R09,0,null,null,null,null,null,null
291,CNR9897424,2024-12-25,11:03:11,Incomplete,CID8433669,V02,L142,L110,8.80,20.00,0,null,0,null,1,R10,361.00,14.61,null,null,UPI
292,CNR5745004,2024-06-30,11:57:59,Completed,CID8137475,V04,L018,L152,2.60,21.00,0,null,0,null,0,null,224.00,48.08,5.00,4.60,Cash
293,CNR9659819,2024-01-20,21:15:24,Cancelled by Customer,CID5653812,V04,L053,L051,8.50,null,1,R03,0,null,0,null,null,null,null,null,null
294,CNR8084453,2024-04-10,11:34:22,Completed,CID5057901,V06,L171,L141,12.80,36.80,0,null,0,null,0,null,669.00,39.51,3.60,4.20,Cash
295,CNR6574173,2024-07-28,09:55:49,Cancelled by Customer,CID6454968,V05,L047,L082,8.70,null,1,R03,0,null,0,null,null,null,null,null,null
296,CNR4467044,2024-08-04,08:25:20,Cancelled by Driver,CID9935423,V01,L072,L059,8.80,null,0,null,1,R06,0,null,null,null,null,null,null
297,CNR3334608,2024-08-05,15:40:40,Completed,CID2336782,V04,L045,L072,5.20,31.70,0,null,0,null,0,null,207.00,7.83,4.40,3.90,Uber Wallet
298,CNR3901250,2024-08-16,12:45:03,Completed,CID4369282,V05,L132,L095,13.20,35.80,0,null,0,null,0,null,227.00,12.34,4.10,3.10,Cash
299,CNR3899180,2024-03-21,01:29:50,Completed,CID3915373,V06,L118,L176,2.30,33.80,0,null,0,null,0,null,771.00,36.70,3.50,4.60,UPI
300,CNR7686844,2024-04-29,22:39:08,Cancelled by Driver,CID4485200,V01,L155,L045,9.10,null,0,null,1,R08,0,null,null,null,null,null,null
301,CNR7619619,2024-05-06,13:35:55,Completed,CID9964707,V01,L140,L023,14.20,26.40,0,null,0,null,0,null,441.00,31.50,4.70,3.10,Uber Wallet
302,CNR3128056,2024-09-13,15:20:50,Cancelled by Driver,CID1669827,V05,L106,L077,11.20,null,0,null,1,R06,0,null,null,null,null,null,null
303,CNR2415257,2024-05-18,06:30:30,Completed,CID6909825,V06,L084,L137,12.40,21.60,0,null,0,null,0,null,788.00,4.26,4.20,4.50,UPI
304,CNR9756448,2024-10-06,21:53:22,Completed,CID6952097,V01,L063,L119,13.30,41.60,0,null,0,null,0,null,459.00,46.74,5.00,4.90,UPI
305,CNR5071968,2024-10-10,03:56:19,Completed,CID7384045,V05,L118,L176,4.70,42.50,0,null,0,null,0,null,473.00,48.35,4.70,3.80,Cash
306,CNR9262105,2024-05-14,06:39:13,Completed,CID3597216,V02,L113,L032,14.50,19.80,0,null,0,null,0,null,503.00,49.87,4.30,4.70,Cash
307,CNR6026973,2024-12-28,15:23:53,Completed,CID7000290,V04,L014,L021,5.40,18.20,0,null,0,null,0,null,586.00,22.67,4.20,4.20,UPI
308,CNR6798581,2024-11-11,16:22:48,Cancelled by Driver,CID4412829,V01,L156,L051,8.10,null,0,null,1,R06,0,null,null,null,null,null,null
309,CNR1511311,2024-08-20,09:51:13,Cancelled by Driver,CID3430917,V02,L153,L059,7.40,null,0,null,1,R09,0,null,null,null,null,null,null
310,CNR1690974,2024-05-29,22:39:15,Completed,CID5614686,V04,L126,L029,11.50,25.40,0,null,0,null,0,null,236.00,45.17,4.60,3.00,UPI
723,CNR2359103,2024-11-19,07:58:21,No Driver Found,CID4362288,V04,L161,L169,null,null,0,null,0,null,0,null,null,null,null,null,null
311,CNR2405566,2024-11-19,17:42:35,Completed,CID2765782,V04,L071,L089,11.60,28.40,0,null,0,null,0,null,73.00,23.07,4.60,4.20,UPI
312,CNR5503992,2024-11-27,08:10:57,Completed,CID3215242,V06,L090,L105,3.10,44.80,0,null,0,null,0,null,355.00,4.08,4.70,3.10,Cash
313,CNR5487256,2024-10-02,02:51:56,Completed,CID2154074,V01,L124,L176,11.10,23.60,0,null,0,null,0,null,663.00,41.97,3.90,4.10,UPI
314,CNR9280980,2024-04-13,18:30:55,Completed,CID4697642,V01,L072,L159,2.60,39.60,0,null,0,null,0,null,886.00,38.82,4.20,4.30,UPI
315,CNR5735365,2024-12-29,19:49:23,Completed,CID4330019,V01,L006,L050,7.20,37.70,0,null,0,null,0,null,292.00,30.40,4.20,3.70,Cash
316,CNR7094496,2024-06-05,10:39:57,Completed,CID1193764,V01,L047,L133,2.00,37.30,0,null,0,null,0,null,564.00,19.78,4.40,4.20,UPI
317,CNR8674052,2024-04-08,18:09:35,Cancelled by Driver,CID9232244,V02,L111,L066,8.70,null,0,null,1,R07,0,null,null,null,null,null,null
318,CNR3317899,2024-05-26,20:42:23,Completed,CID7292132,V04,L052,L147,11.30,39.80,0,null,0,null,0,null,619.00,47.20,4.20,4.30,Cash
319,CNR7648257,2024-10-03,09:05:53,Completed,CID6260946,V04,L080,L002,2.70,28.40,0,null,0,null,0,null,963.00,17.43,4.80,3.80,Uber Wallet
320,CNR9887499,2024-07-23,01:52:02,Completed,CID4896073,V01,L065,L132,4.80,33.60,0,null,0,null,0,null,427.00,14.43,4.10,4.60,UPI
321,CNR5899408,2024-10-09,02:44:58,Completed,CID6731666,V01,L025,L171,4.40,42.40,0,null,0,null,0,null,60.00,22.92,4.60,3.70,Cash
322,CNR4090725,2024-11-06,13:15:08,Completed,CID9333845,V02,L031,L086,8.00,29.00,0,null,0,null,0,null,697.00,32.15,3.20,3.90,Debit Card
323,CNR7912140,2024-02-17,11:09:37,Completed,CID2721563,V04,L008,L045,8.10,35.40,0,null,0,null,0,null,953.00,43.08,4.60,4.90,UPI
324,CNR1149573,2024-08-19,16:35:23,Completed,CID4850979,V04,L026,L056,5.90,37.30,0,null,0,null,0,null,342.00,48.91,4.00,4.80,Cash
325,CNR9795191,2024-07-08,13:53:17,Cancelled by Driver,CID7143989,V05,L077,L066,9.80,null,0,null,1,R06,0,null,null,null,null,null,null
326,CNR6845177,2024-08-19,14:05:34,Completed,CID2910913,V04,L027,L145,7.00,17.90,0,null,0,null,0,null,935.00,32.46,4.40,3.90,Uber Wallet
327,CNR6115510,2024-05-13,19:07:57,Completed,CID8805139,V01,L056,L164,6.10,24.00,0,null,0,null,0,null,566.00,11.44,4.80,3.70,Debit Card
328,CNR6859535,2024-02-28,15:56:29,Completed,CID2960838,V02,L159,L106,9.60,34.60,0,null,0,null,0,null,459.00,42.18,3.70,3.70,Credit Card
329,CNR2514823,2024-03-05,13:01:21,Cancelled by Customer,CID8542583,V01,L086,L087,13.30,null,1,R03,0,null,0,null,null,null,null,null,null
330,CNR5197106,2024-11-10,10:53:47,Cancelled by Driver,CID9447069,V05,L031,L089,11.10,null,0,null,1,R07,0,null,null,null,null,null,null
331,CNR5958707,2024-06-10,17:20:23,Completed,CID9250719,V04,L156,L159,5.20,18.30,0,null,0,null,0,null,401.00,40.16,4.10,4.20,UPI
332,CNR4717554,2024-01-05,07:11:58,No Driver Found,CID6856750,V02,L079,L026,null,null,0,null,0,null,0,null,null,null,null,null,null
333,CNR7438691,2024-07-13,20:13:00,Completed,CID6640597,V07,L163,L111,4.70,34.80,0,null,0,null,0,null,509.00,4.01,4.30,4.90,Cash
334,CNR4717203,2024-07-13,08:57:24,Cancelled by Driver,CID4019303,V04,L104,L007,9.80,null,0,null,1,R06,0,null,null,null,null,null,null
335,CNR3871982,2024-01-16,02:31:09,Completed,CID3385226,V03,L018,L026,10.30,41.20,0,null,0,null,0,null,905.00,15.59,4.90,4.60,UPI
336,CNR7276252,2024-05-30,16:19:02,Completed,CID4805819,V04,L045,L038,10.80,16.50,0,null,0,null,0,null,312.00,47.72,4.70,4.20,Cash
337,CNR8591450,2024-07-04,17:14:35,No Driver Found,CID5485762,V02,L171,L060,null,null,0,null,0,null,0,null,null,null,null,null,null
